n.id,n.format,n.vd16_number,n.controversy,n.Erscheinungsort,n.year_of_publication
01-1839,4°,F 1352,Synergistischer Streit / Erbsündenstreit,s.l.,1562
01-0950,8°,S 1280,Widerstand gegen das Augsburger Interim,s.l.,1548
01-1289,4°,A 1485,Widerstand gegen das Augsburger Interim,s.l.,1548
01-1836,8°,ZV 12427,Widerstand gegen das Augsburger Interim,s.l.,1548
01-1837,8°,ZV 12428,Widerstand gegen das Augsburger Interim,s.l.,1548
01-1858,8°,B 838,Widerstand gegen das Augsburger Interim,s.l.,1548
01-1859,4°,B 840,Widerstand gegen das Augsburger Interim,s.l.,1549
01-1885,8,A 1529,Widerstand gegen das Augsburger Interim,s.l.,1548
01-1961,8°,ZV 21016,Widerstand gegen das Augsburger Interim,s.l.,1548
01-1315,4°,S 1005,Widerstand gegen das Augsburger Interim / obrigkeitliche Dokumente,s.l.,1549
01-1316,4°,S 1004,Widerstand gegen das Augsburger Interim / obrigkeitliche Dokumente,s.l.,1549
01-0719,4°,V 2325,Wormser Gespräch,s.l.,1557
01-0721,8°,Z 658,Wormser Gespräch,s.l.,1557
01-1791,8°,V 1681,Abendmahlslehre und Christologie,Schleusingen,1556
01-0691,4°,M 2684,Synergistischer Streit (?),Schleusingen,1555
01-1613,8°,F 1317,Allgemeiner Druck,Schmalkalden,1567
01-0514,8°,V 1677,Allgemeiner Druck / Majoristischer Streit,Schmalkalden,1564
01-1715,4°,T 2022,Schwenckfeld,Strasbourg,1556
01-0104,4°,S 3374,Abendmahlslehre und Christologie,Straßburg,1567
01-0105,4°,M 904,Abendmahlslehre und Christologie,Straßburg,1567
01-0295,8°,ZV 12726,Abendmahlslehre und Christologie,Straßburg,1567
01-0301,8°,S 5604,Abendmahlslehre und Christologie,Straßburg,1568
01-0370,8°,S 5605,Abendmahlslehre und Christologie,Straßburg,1572
01-0538,4°,M 905,Abendmahlslehre und Christologie,Straßburg,1565
01-0547,4°,M 903,Abendmahlslehre und Christologie,Straßburg,1566
01-0871,8°,W 2296,Abendmahlslehre und Christologie,Straßburg,1557
01-1891,8°,M 902,Abendmahlslehre und Christologie,Straßburg,1565
01-0497,4°,W 565,allgemeiner Druck,Straßburg,1563
01-0511,8°,S 5203,allgemeiner Druck,Straßburg,1563
01-0826,8°,S 7723,Allgemeiner Druck,Straßburg,1560
01-2006,8°,C 2132,Allgemeiner Druck,Straßburg,1555
01-1517,8°,S 7552,allgemeiner Druck,Straßburg,1559
01-0574,8°,W 2821,Antikatholisch,Straßburg,1561
01-1866,4°,P 4050,Antikatholisch,Straßburg,1557
01-1976,8°,S 8168,Antikatholisch,Straßburg,1568
01-2029,8°,S 8165,Antikatholisch,Straßburg,1568
01-0529,8°,S 7742,Antinomistischer Streit ?,Straßburg,1564
01-1500,k. A.,L 4443,Majoristischer Streit,Straßburg,1557
01-0482,8°,M 2892,Obrigkeitliche Dokumente,Straßburg,1580
01-0671,4°,F 1542,Schwenckfeld,Straßburg,1553
01-0687,4°,S 8172,Schwenckfeld,Straßburg,1555
01-1882,4°,L 583,Synergistischer Streit,Straßburg,1561
01-1521,4°,B 8927,Widerstand gegen das Augsburger Interim,Straßburg,1548
01-1869,4°,P 4048,Widerstand gegen das Augsburger Interim / Antikatholisch,Straßburg,1557
01-2058,4°,XL 69,Allgemeiner Druck,Thorn,1569
01-0038,4°,B 2283,Abendmahlslehre und Christologie,Tübingen,1572
01-0067,4°,A 2544,Abendmahlslehre und Christologie,Tübingen,1573
01-0083,4°,A 2718,Abendmahlslehre und Christologie,Tübingen,1574
01-0103,4°,A 2535,Abendmahlslehre und Christologie,Tübingen,1567
01-0117,4°,A 2609,Abendmahlslehre und Christologie,Tübingen,1568
01-0118,4°,A 2609,Abendmahlslehre und Christologie,Tübingen,1568
01-0119,4°,A 2609,Abendmahlslehre und Christologie,Tübingen,1568
01-0152,4°,B 5360,Abendmahlslehre und Christologie,Tübingen,1570
01-0167,4°,K 2771,Abendmahlslehre und Christologie,Tübingen,1575
01-0169,4°,O 1271,Abendmahlslehre und Christologie,Tübingen,1575
01-0173,8°,A 2479,Abendmahlslehre und Christologie,Tübingen,1575
01-0263,8°,O 1181,Abendmahlslehre und Christologie,Tübingen,1579
01-0264,4°,M 901,Abendmahlslehre und Christologie,Tübingen,1579
01-0281,k. A.,S 2490,Abendmahlslehre und Christologie,Tübingen,1566
01-0308,8°,S 2491,Abendmahlslehre und Christologie,Tübingen,1568
01-0312,4°,A 2579,Abendmahlslehre und Christologie,Tübingen,1569
01-0365,8°,B 7727,Abendmahlslehre und Christologie,Tübingen,1571
01-0371,4°,A 2592,Abendmahlslehre und Christologie,Tübingen,1572
01-0399,4°,A 2598,Abendmahlslehre und Christologie,Tübingen,1573
01-0413,4°,A 2708,Abendmahlslehre und Christologie,Tübingen,1574
01-0454,4°,S 3295,Abendmahlslehre und Christologie,Tübingen,1577
01-0523,8°,A 2644,Abendmahlslehre und Christologie,Tübingen,1564
01-0524,8°,H 5422,Abendmahlslehre und Christologie,Tübingen,1564
01-0531,4°,A 2531,Abendmahlslehre und Christologie,Tübingen,1564
01-0540,4°,B 7852,Abendmahlslehre und Christologie,Tübingen,1565
01-0541,4°,B 7586,Abendmahlslehre und Christologie,Tübingen,1565
01-0546,4°,L 1331,Abendmahlslehre und Christologie,Tübingen,1566
01-0558,4°,B 7870,Abendmahlslehre und Christologie,Tübingen,1561
01-0605,4°,B 7787,Abendmahlslehre und Christologie,Tübingen,1562
01-0789,4°,A 2529,Abendmahlslehre und Christologie,Tübingen,1559
01-0819,4°,L 3495,Abendmahlslehre und Christologie,Tübingen,1560
01-1057,4°,A 2603,Abendmahlslehre und Christologie,Tübingen,1565
01-1145,4°,M 3534,Abendmahlslehre und Christologie,Tübingen,1560
01-1171,4°,B 7839,Abendmahlslehre und Christologie,Tübingen,1561
01-1172,4°,R 3700,Abendmahlslehre und Christologie,Tübingen,1561
01-1175,4°,B 7868,Abendmahlslehre und Christologie,Tübingen,1561
01-1180,4°,K 119,Abendmahlslehre und Christologie,Tübingen,1561
01-1181,4°,A 2532,Abendmahlslehre und Christologie,Tübingen,1561
01-1186,4°,B 1559,Abendmahlslehre und Christologie,Tübingen,1561
01-1227,4°,A 2589,Abendmahlslehre und Christologie,Tübingen,1564
01-1229,4°,B 7785,Abendmahlslehre und Christologie,Tübingen,1564
01-1230,4°,A 2503,Abendmahlslehre und Christologie,Tübingen,1564
01-1231,4°,A 2504,Abendmahlslehre und Christologie,Tübingen,1564
01-1232,4°,B 7944,Abendmahlslehre und Christologie,Tübingen,1564
01-1243,4°,A 2495,Abendmahlslehre und Christologie,Tübingen,1565
01-1244,4°,A 2659,Abendmahlslehre und Christologie,Tübingen,1565
01-1610,4°,O 1186,Abendmahlslehre und Christologie,Tübingen,1577
01-1890,4°,B 2282,Abendmahlslehre und Christologie,Tübingen,1572
01-0237,4°,A 2519,Abendmahlslehre und Christologie / Antinomistischer Streit,Tübingen,1578
01-0832,k. A.,B 7945,Adiaphoristischer Streit,Tübingen,1560
01-0116,4°,A 2609,Allgemeiner Druck,Tübingen,1568
01-0421,4°,H 1031,allgemeiner Druck,Tübingen,1575
01-0453,4°,A 2668,allgemeiner Druck,Tübingen,1577
01-0612,4°,A 2548,Allgemeiner Druck,Tübingen,1562
01-0813,4°,A 2497,allgemeiner Druck,Tübingen,1560
01-0834,4°,A 2721,allgemeiner Druck,Tübingen,1561
01-1151,4°,H 1054,allgemeiner Druck,Tübingen,1560
01-1491,4°,A 2699,Allgemeiner Druck,Tübingen,1573
01-1601,4°,A 2610,Allgemeiner Druck,Tübingen,1573
01-1603,4°,ZV 570,Allgemeiner Druck,Tübingen,1573
01-0302,4°,A 2585,allgemeiner Druck / antikatholisch,Tübingen,1568
01-1625,4°,H 989,Allgemeiner Druck / Antikatholisch,Tübingen,1574
01-0580,4°,A 2482,Antikatholisch,Tübingen,1562
01-0910,4°,V 660,Antikatholisch,Tübingen,1559
01-1967,4°,M 1798,Antikatholisch,Tübingen,1578
01-0568,4°,A 2646,Antikatholisch / Wormser Gespräch,Tübingen,1561
01-0380,4°,A 2582,Antinomistischer Streit,Tübingen,1572
01-0290,4°,S 2474,Antitrinitarischer Streit,Tübingen,1566
01-0309,4°,S 2463,Antitrinitarischer Streit,Tübingen,1568
01-1953,4°,A 2678,Christologie,Tübingen,1565
01-0258,4°,K 2319,Diskussion FC,Tübingen,1579
01-0084,4°,A 2623 ?,Erbsündenstreit,Tübingen,1574
01-0085,4°,A 2622,Erbsündenstreit,Tübingen,1574
01-0206,4°,L 1863,Erbsündenstreit,Tübingen,1576
01-0336,4°,A 2583,Erbsündenstreit,Tübingen,1571
01-0411,8°,A 2621,Erbsündenstreit,Tübingen,1574
01-0412,4°,A 2558,Erbsündenstreit,Tübingen,1574
01-0450,4°,ZV 13974,Erbsündenstreit,Tübingen,1576
01-1571,4°,A 2499,Erbsündenstreit,Tübingen,1575
01-1952,4°,A 2630,Konkordienformel,Tübingen,1580
01-0438,4°,H 995,Majoristischer Streit,Tübingen,1575
01-1881,4°,A 2569,Majoristischer Streit,Tübingen,1572
01-0893,8°,W 4469,obrigkeitliche Dokumente,Tübingen,1552
01-0414,4°,A 2581,Prädestinatianischer Streit,Tübingen,1574
01-1618,4°,H 1033,Prädestinatianischer Streit,Tübingen,1569
01-0508,4°,M 1806,Schwenckfeld,Tübingen,1563
01-1056,8°,A 2559,Synergistischer Streit,Tübingen,1565
01-0337,4°,A 2606,Synergistischer Streit / Erbsündenstreit,Tübingen,1571
01-0470,4°,S 5288,Abendmahlslehre und Christologie,Uelzen,1579
01-1575,8°,V 1629,Abendmahlslehre und Christologie,Uelzen,1575
01-0171,8°,V 1702,allgemeiner Druck,Uelzen,1575
01-0195,2°,ZV 13213,allgemeiner Druck,Uelzen,1576
01-0166,8°,ZV 13209,Obrigkeitliche Dokumente,Uelzen,1575
01-0194,2°,M 2902,Obrigkeitliche Dokumente,Uelzen,1576
01-0425,8°,ZV 13207,Obrigkeitliche Dokumente,Uelzen,1575
01-0564,4°,K 139,Schwenckfeld,Ulm,1561
01-0565,4°,S 4992,Schwenckfeld,Ulm,1561
01-0572,4°,S 4941,Schwenckfeld,Ulm,1561
01-0636,4°,S 4953,Schwenckfeld,Ulm,1562
01-0668,4°,S 4922,Schwenckfeld,Ulm,1553
01-0696,4°,S 5046,Schwenckfeld,Ulm,1555
01-0697,4°,S 4835,Schwenckfeld,Ulm,1555
01-0714,4°,S 5031,Schwenckfeld,Ulm,1556
01-0739,4°,S 4933,Schwenckfeld,Ulm,1557
01-0847,4°,S 4999,Schwenckfeld,Ulm,1554
01-0849,4°,M 4212,Schwenckfeld,Ulm,1557
01-0850,4°,M 1705,Schwenckfeld,Ulm,1554
01-2000,4°,S 4877,Schwenckfeld,Ulm,1548
01-1718,4°,S 5039,Schwenckfeld,Ulm,1553
01-1723,4°,B 2021,Schwenckfeld,Ulm,1552
01-1803,4°,S 4888,Schwenckfeld,Ulm,1555
01-1968,4°,S 5021,Schwenckfeld,Ulm,1555
01-1975,8°,S 5069,Schwenckfeld,Ulm,1553
01-1980,4°,S 4853,Schwenckfeld,Ulm,1550
01-1981,8°,S 4850,Schwenckfeld,Ulm,1550
01-1982,4°,S 4856,Schwenckfeld,Ulm,1550
01-1983,4°,S 4858,Schwenckfeld,Ulm,1550
01-1984,4°,S 4861,Schwenckfeld,Ulm,1550
01-1985,4°,S 4863,Schwenckfeld,Ulm,1550
01-1986,4°,S 4866,Schwenckfeld,Ulm,1550
01-1987,8°,S 4872,Schwenckfeld,Ulm,1552
01-1988,4°,S 4868,Schwenckfeld,Ulm,1550
01-1992,8°,S 4959,Schwenckfeld,Ulm,1551
01-1993,4°,S 5013,Schwenckfeld,Ulm,1552
01-1994,8°,S 4923,Schwenckfeld,Ulm,1550
01-1995,8°,S 4945,Schwenckfeld,Ulm,1551
01-1997,8°,S 5049,Schwenckfeld,Ulm,1551
01-1998,8°,S 5045,Schwenckfeld,Ulm,1552
01-1742,4°,S 4924,Schwenckfeld / Osiandrischer Streit,Ulm,1558
01-0675,8°,S 5034,Schwenckfeld; Osiandrischer Streit,Ulm,1554
01-0712,4°,S 4897,Schwenckfeld,unbekannt,1556
01-0848,4°,S 5004,Schwenckfeld,unbekannt,1562
01-2004,4° (8°),S 5004,Schwenckfeld,unbekannt,1557
01-1969,8°,S 5051,Schwenckfeld,unbekannt,1558
01-1971,8°,S 4899,Schwenckfeld,unbekannt,1551
01-1972,8°,S 4907,Schwenckfeld,unbekannt,1558
01-1973,8°,S 4899,Schwenckfeld,unbekannt,1558
01-1978,8°,ZV 3978,Schwenckfeld,unbekannt,1561
01-1990,8°,S 4974,Schwenckfeld,unbekannt,1558
01-2010,8°,S 4995,Schwenckfeld,unbekannt,1558
01-0597,4°,P 4047,Adiaphoristischer Streit,Weißenfels,1562
01-0598,4°,P 4051,Adiaphoristischer Streit,Weißenfels,1562
01-0599,4°,P 4052,Adiaphoristischer Streit,Weißenfels,1562
01-0627,4°,P 4053,Adiaphoristischer Streit,Weißenfels,1562
01-1746,4°,S 8601,Allgemeiner Druck / Wormser Gespräch,Wien,1559
01-0007,4°,W 3770,Abendmahlslehre und Christologie,Wittenberg,1571
01-0008,4°,W 3706,Abendmahlslehre und Christologie,Wittenberg,1571
01-0011,8°,W 3768,Abendmahlslehre und Christologie,Wittenberg,1571
01-0017,4°,W 3716,Abendmahlslehre und Christologie,Wittenberg,1571
01-0021,4°,C 2392,Abendmahlslehre und Christologie,Wittenberg,1571
01-0077,4°,K 2821,Abendmahlslehre und Christologie,Wittenberg,1574
01-0078,4°,L 5433,Abendmahlslehre und Christologie,Wittenberg,1574
01-0178,k. A.,ZV 10128,Abendmahlslehre und Christologie,Wittenberg,1575
01-0213,4°,O 1188,Abendmahlslehre und Christologie,Wittenberg,1577
01-0298,8°,W 3082,Abendmahlslehre und Christologie,Wittenberg,1567
01-0306,8°,W 3717,Abendmahlslehre und Christologie,Wittenberg,1568
01-0311,8°,O 1405,Abendmahlslehre und Christologie,Wittenberg,1568
01-0314,4°,P 5069,Abendmahlslehre und Christologie,Wittenberg,1570
01-0324,4°,M 2118,Abendmahlslehre und Christologie,Wittenberg,1570
01-0327,8°,A 3647,Abendmahlslehre und Christologie,Wittenberg,1570
01-0333,8°,D 2053,Abendmahlslehre und Christologie,Wittenberg,1571
01-0341,8°,E 71,Abendmahlslehre und Christologie,Wittenberg,1571
01-0347,8°,C 1552,Abendmahlslehre und Christologie,Wittenberg,1571
01-0348,8°,C 1554,Abendmahlslehre und Christologie,Wittenberg,1571
01-0363,4°,S 5519,Abendmahlslehre und Christologie,Wittenberg,1571
01-0375,4°,K 2650,Abendmahlslehre und Christologie,Wittenberg,1572
01-0392,8°,C 1556,Abendmahlslehre und Christologie,Wittenberg,1572
01-0409,8°,M 4226,Abendmahlslehre und Christologie,Wittenberg,1574
01-0417,8°,K 2825,Abendmahlslehre und Christologie,Wittenberg,1574
01-0420,4°,S 5154,Abendmahlslehre und Christologie,Wittenberg,1575
01-0428,8°,W 1695,Abendmahlslehre und Christologie,Wittenberg,1575
01-0448,8°,W 1696,Abendmahlslehre und Christologie,Wittenberg,1576
01-0483,4°,A 2689,Abendmahlslehre und Christologie,Wittenberg,1580
01-0496,8°,E 66,Abendmahlslehre und Christologie,Wittenberg,1563
01-0521,8°,E 68,Abendmahlslehre und Christologie,Wittenberg,1564
01-0593,4°,K 2824,Abendmahlslehre und Christologie,Wittenberg,1574
01-0622,8°,E 64,Abendmahlslehre und Christologie,Wittenberg,1562
01-0624,8°,C 1555,Abendmahlslehre und Christologie,Wittenberg,1571
01-0635,4°,ZV 12845,Abendmahlslehre und Christologie,Wittenberg,1570
01-0654,4°,G 2454,Abendmahlslehre und Christologie,Wittenberg,1553
01-0833,4°,M 2340,Abendmahlslehre und Christologie,Wittenberg,1560
01-0987,4°,ZV 17832,Abendmahlslehre und Christologie,Wittenberg,1571
01-1038,8°,M 2158,Abendmahlslehre und Christologie,Wittenberg,1557
01-1117,4°,S 8807,Abendmahlslehre und Christologie,Wittenberg,1558
01-1182,8°,M 2159,Abendmahlslehre und Christologie,Wittenberg,1561
01-1223,8°,M 2015,Abendmahlslehre und Christologie,Wittenberg,1569
01-1236,8°,D 2054,Abendmahlslehre und Christologie,Wittenberg,1571
01-1572,8°,M 2157,Abendmahlslehre und Christologie,Wittenberg,1555
01-1600,8°,B 7843,Abendmahlslehre und Christologie,Wittenberg,1578
01-1773,8°,S 2269,Abendmahlslehre und Christologie,Wittenberg,1576
01-1796,4°,W 3769,Abendmahlslehre und Christologie,Wittenberg,1571
01-1813,8°,C 1557,Abendmahlslehre und Christologie,Wittenberg,1572
01-1814,4°,W 3771,Abendmahlslehre und Christologie,Wittenberg,1572
01-1816,4°,ZV 10789,Abendmahlslehre und Christologie,Wittenberg,1575
01-1818,8°,C 1553,Abendmahlslehre und Christologie,Wittenberg,1571
01-1819,4°,K 2649,Abendmahlslehre und Christologie,Wittenberg,1571
01-1821,8°,K 2651,Abendmahlslehre und Christologie,Wittenberg,1572
01-1828,4°,ZV 14331,Abendmahlslehre und Christologie,Wittenberg,1571
01-1831,4°,K 2822,Abendmahlslehre und Christologie,Wittenberg,1574
01-1832,4°,K 2823,Abendmahlslehre und Christologie,Wittenberg,1574
01-1835,4°,K 2820,Abendmahlslehre und Christologie,Wittenberg,1574
01-1894,4°,L 3536,Abendmahlslehre und Christologie,Wittenberg,1575
01-1897,4°,ZV 16250,Abendmahlslehre und Christologie,Wittenberg,1574
01-1899,4°,ZV 9323,Abendmahlslehre und Christologie,Wittenberg,1574
01-1900,4°,ZV 10127,Abendmahlslehre und Christologie,Wittenberg,1575
01-0924,8°,M 3163,Abendmahlslehre und Christologie / Allgemeiner Druck,Wittenberg,1559
01-1815,8°,O 861,Abendmahlslehre und Christologie / Allgemeiner Druck,Wittenberg,1573
01-0730,8°,M 3887,Adiaphoristischer Streit,Wittenberg,1557
01-0756,4°,W 3707,Adiaphoristischer Streit,Wittenberg,1558
01-0796,4°,W 942,Adiaphoristischer Streit,Wittenberg,1559
01-0823,8°,G 291,Adiaphoristischer Streit,Wittenberg,1560
01-0828,4°,S 10193,Adiaphoristischer Streit,Wittenberg,1560
01-0906,4°,W 3725,Adiaphoristischer Streit,Wittenberg,1559
01-0977,8°,M 3072,Adiaphoristischer Streit,Wittenberg,1549
01-1009,8°,M 3073,Adiaphoristischer Streit,Wittenberg,1549
01-1015,8°,M 3192,Adiaphoristischer Streit,Wittenberg,1549
01-1019,8°,M 2156,Adiaphoristischer Streit,Wittenberg,1551
01-1026,8°,B 9336,Adiaphoristischer Streit,Wittenberg,1550
01-1027,8°,M 2121,Adiaphoristischer Streit,Wittenberg,1550
01-1133,4°,M 3078,Adiaphoristischer Streit,Wittenberg,1550
01-1158,8°,in: M 3085,Adiaphoristischer Streit,Wittenberg,1560
01-1261,4°,L 4663,Adiaphoristischer Streit,Wittenberg,1548
01-1488,4°,W 3727,Adiaphoristischer Streit,Wittenberg,1559
01-1494,4°,C 5839,Adiaphoristischer Streit,Wittenberg,1549
01-1529,4°,M 348,Adiaphoristischer Streit,Wittenberg,1557
01-1530,8°,E 49,Adiaphoristischer Streit,Wittenberg,1557
01-1634,8°,R 196,Adiaphoristischer Streit,Wittenberg,1558
01-1737,8°,R 199,Adiaphoristischer Streit,Wittenberg,1555
01-1767,8°,M 3066,Adiaphoristischer Streit,Wittenberg,1548
01-1779,4°,ZV 651,Adiaphoristischer Streit,Wittenberg,1558
01-1399,8°,M 4586,Adiaphoristischer Streit ?,Wittenberg,1551
01-1769,8°,P 140,Adiaphoristischer Streit / Antinomistischer Streit / Osiandrischer Streit,Wittenberg,1557
01-1538,8°,M 3830,Adiaphoristischer Streit / Schwenckfeld,Wittenberg,1558
01-1198,8°,A 601,Adiaphoristischer Streit?,Wittenberg,1562
01-1398,8°,B 9449,Adiaphoristischer Streit?,Wittenberg,1551
01-0748,4°,M 4563,Adiaphoristischer/Majoristischer Streit,Wittenberg,1558
01-0763,4°,M 4585,Adiaphoristischer/Majoristischer Streit,Wittenberg,1558
01-1468,8°,M 2003,Adiaphoristischer/Majoristischer Streit,Wittenberg,1550
01-1506,4°,M 4573,Adiaphoristischer/Majoristischer Streit,Wittenberg,1557
01-1507,4°,M 4583,Adiaphoristischer/Majoristischer Streit,Wittenberg,1557
01-1849,4°,ZV 20978,Adiaphoristischer/Majoristischer Streit,Wittenberg,1557
01-1852,4°,M 4574,Adiaphoristischer/Majoristischer Streit,Wittenberg,1557
01-2021,2°,G 1325,Allgemein,Wittenberg,1555
01-2022,8°,M 2214,Allgemein,Wittenberg,1552
01-0019,4°,L 1038,allgemeiner Druck,Wittenberg,1571
01-0133,8°,ZV 2097,Allgemeiner Druck,Wittenberg,1569
01-0141,4°,K 1947,Allgemeiner Druck,Wittenberg,1570
01-0150,4°,ZV 9536,allgemeiner Druck,Wittenberg,1570
01-0155,8°,L 1037,allgemeiner Druck,Wittenberg,1570
01-0160,k. A.,L 1048,Allgemeiner Druck,Wittenberg,1570
01-0329,8°,W 3749,allgemeiner Druck,Wittenberg,1570
01-0350,8°,W 3750,allgemeiner Druck,Wittenberg,1571
01-0352,4°,S 3807,Allgemeiner Druck,Wittenberg,1571
01-0455,4°,A 2669,allgemeiner Druck,Wittenberg,1577
01-0473,4°,W 2740,allgemeiner Druck,Wittenberg,1579
01-0493,8°,B 7570,allgemeiner Druck,Wittenberg,1563
01-0753,4°,W 945,allgemeiner Druck,Wittenberg,1558
01-0757,4°,S 3808,Allgemeiner Druck,Wittenberg,1558
01-0797,8°,W 2467,Allgemeiner Druck,Wittenberg,1559
01-0816,4°,B 8250,allgemeiner Druck,Wittenberg,1560
01-0900,8°,M 3335,Allgemeiner Druck,Wittenberg,1561
01-0905,8°,M 3663,allgemeiner Druck,Wittenberg,1559
01-0973,8°,M 2120,Allgemeiner Druck,Wittenberg,1550
01-0974,8°,C 5845,Allgemeiner Druck,Wittenberg,1550
01-1006,8°,F 1525,allgemeiner Druck,Wittenberg,1549
01-1102,8°,M 2934,Allgemeiner Druck,Wittenberg,1556
01-1112,4°,E 242,Allgemeiner Druck,Wittenberg,1558
01-1114,8°,L 5748,allgemeiner Druck,Wittenberg,1558
01-1118,4°,S 3804,allgemeiner Druck,Wittenberg,1558
01-1119,4°,D 1376,allgemeiner Druck,Wittenberg,1558
01-1121,4°,S 3805,allgemeiner Druck,Wittenberg,1558
01-1149,4°,B 8245,allgemeiner Druck,Wittenberg,1560
01-1150,4°,O 445,allgemeiner Druck,Wittenberg,1560
01-1152,4°,O 446,allgemeiner Druck,Wittenberg,1560
01-1153,4°,M 316,allgemeiner Druck,Wittenberg,1560
01-1155,4°,M 5814,allgemeiner Druck,Wittenberg,1560
01-1156,8°,W 3762,allgemeiner Druck,Wittenberg,1560
01-1163,4°,S 5157,allgemeiner Druck,Wittenberg,1560
01-1212,8°,ZV 1999,allgemeiner Druck,Wittenberg,1563
01-1726,4°,C 4655,Allgemeiner Druck,Wittenberg,1571
01-1804,4°,W 946,Allgemeiner Druck,Wittenberg,1563
01-1805,4°,W 947,Allgemeiner Druck,Wittenberg,1565
01-1806,4°,W 948,Allgemeiner Druck,Wittenberg,1566
01-1867,8°,B 5736,Allgemeiner Druck,Wittenberg,1569
01-1877,8°,M 2621,Allgemeiner Druck,Wittenberg,1556
01-0795,8°,M 4174,Allgemeiner Druck / Antikatholisch,Wittenberg,1559
01-1113,4°,M 4126,Allgemeiner Druck / Antikatholisch,Wittenberg,1558
01-1126,4°,M 4127,Allgemeiner Druck / Antikatholisch,Wittenberg,1558
01-1799,4°,M 4167,Allgemeiner Druck / Antikatholisch,Wittenberg,1558
01-0786,4°,P 2328,allgemeiner Druck / Majoristischer Streit,Wittenberg,1559
01-0731,8°,E 925,Allgemeiner Druck / Osiandrischer Streit,Wittenberg,1556
01-1739,8°,B 1364,Allgemeiner Druck / Osiandrischer Streit,Wittenberg,1556
01-0745,4°,P 2322,Allgemeiner Druck / Synergistischer Streit,Wittenberg,1558
01-0779,4°,ZV 17,Antikatholisch,Wittenberg,1558
01-1364,4°,M 621,Antikatholisch,Wittenberg,1551
01-1313,4°,G 3304,Antikatholisch / Widerstand gegen das Augsburger Interim,Wittenberg,1549
01-1707,4°,G 3301,Antikatholisch / Widerstand gegen das Augsburger Interim,Wittenberg,1549
01-0339,4°,P 2087,Antinomistischer Streit,Wittenberg,1571
01-0492,8°,S 9786,Antinomistischer Streit,Wittenberg,1563
01-0515,k. A.,P 4631,Antinomistischer Streit,Wittenberg,1564
01-1216,8°,P 4624,Antinomistischer Streit,Wittenberg,1563
01-1224,8°,S 9787,Antinomistischer Streit,Wittenberg,1563
01-1516,8°,P 4629,Antinomistischer Streit,Wittenberg,1562
01-1630,4°,C 5776,Antinomistischer Streit,Wittenberg,1571
01-1843,4°,P 2088,Antinomistischer Streit,Wittenberg,1571
01-2038,8°,P 4599,Antinomistischer Streit,Wittenberg,1563
01-2057,8°,M 4526,Antinomistischer Streit,Wittenberg,1562
01-1493,8°,K 2204,Antinomistischer Streit ?,Wittenberg,1549
01-1069,8°,M 2910,Christologie,Wittenberg,1551
01-0323,4°,ZV 11076,Erbsündenstreit,Wittenberg,1570
01-0338,4°,C 5873,Erbsündenstreit,Wittenberg,1571
01-1842,4°,ZV 21687,Erbsündenstreit,Wittenberg,1570
01-1184,8°,ZV 15568,k. A.,Wittenberg,1561
01-1896,4°,K 2205,k. A.,Wittenberg,1550
01-1903,4°,K 2207,k. A.,Wittenberg,1553
01-0095,4°,M 2161,Majoristischer Streit,Wittenberg,1567
01-0144,4°,M 2190,Majoristischer Streit,Wittenberg,1570
01-0291,8°,M 2016,Majoristischer Streit,Wittenberg,1567
01-0325,4°,C 5874,Majoristischer Streit,Wittenberg,1570
01-0349,8°,C 5772,Majoristischer Streit,Wittenberg,1571
01-0579,8°,M 2036,Majoristischer Streit,Wittenberg,1556
01-0603,4°,M 2058,Majoristischer Streit,Wittenberg,1562
01-0661,8°,M 2038,Majoristischer Streit,Wittenberg,1556
01-0700,4°,M 4565,Majoristischer Streit,Wittenberg,1555
01-0747,8°,M 2005,Majoristischer Streit,Wittenberg,1558
01-0761,4°,M 2013,Majoristischer Streit,Wittenberg,1558
01-0806,4°,M 2008,Majoristischer Streit,Wittenberg,1559
01-0810,8°,M 2000,Majoristischer Streit,Wittenberg,1560
01-0976,8°,M 2042,Majoristischer Streit,Wittenberg,1562
01-0986,4°,M 2215,Majoristischer Streit,Wittenberg,1550
01-1035,8°,M 2025,Majoristischer Streit,Wittenberg,1554
01-1081,8°,M 2027,Majoristischer Streit,Wittenberg,1553
01-1084,8°,M 2057,Majoristischer Streit,Wittenberg,1570
01-1331,8°,M 2039,Majoristischer Streit,Wittenberg,1560
01-1373,4°,M 1996,Majoristischer Streit,Wittenberg,1552
01-1469,8°,M 2023,Majoristischer Streit,Wittenberg,1552
01-1504,4°,M 2199,Majoristischer Streit,Wittenberg,1556
01-1505,8°,ZV 1989,Majoristischer Streit,Wittenberg,1560
01-1508,8°,M 4577,Majoristischer Streit,Wittenberg,1559
01-1527,8°,M 2037,Majoristischer Streit,Wittenberg,1556
01-1528,8°,M 2041,Majoristischer Streit,Wittenberg,1562
01-1546,8°,M 4590 / M 4597,Majoristischer Streit,Wittenberg,1556
01-1609,4°,M 2193,Majoristischer Streit,Wittenberg,1568
01-1627,8°,M 2054,Majoristischer Streit,Wittenberg,1567
01-1628,4°,C 5775,Majoristischer Streit,Wittenberg,1570
01-1629,8°,M 2055,Majoristischer Streit,Wittenberg,1568
01-1731,8°,M 4016,Majoristischer Streit,Wittenberg,1560
01-1808,8°,ZV 10595,Majoristischer Streit,Wittenberg,1558
